ID,Gender,Age,EmployedStatus,YearsOfEmployed,OccupationType,IncomeType,TotalIncome,EducationLevel,HousingType,OwnCar,OwnProperty,FamilyStatus,NumOfChildren,NumOfFamilyMember,AccountActivateLength,WorkPhone,Phone,Email,Risk_TargetVariable
5022102,0,48.83330937664702,0,7.011779844897568,Security staff,Working,94500.0,Secondary / secondary special,Rented apartment,0,0,Single / not married,0,1,43,0,0,0,0
5022105,0,49.5287377564221,0,15.250142028925987,High skill tech staff,Working,112500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,1,2,19,1,1,1,0
5022113,1,26.34140331423643,0,0.34497628288055193,Core staff,Working,135000.0,Higher education,House / apartment,1,1,Married,1,3,31,0,0,0,0
5022116,1,53.89843733957576,0,3.096572824904002,Laborers,Working,315000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,42,0,0,0,0
5022125,0,27.62821960752103,0,4.175308185657474,Other,Commercial associate,135000.0,Higher education,House / apartment,0,1,Civil marriage,0,2,20,0,0,1,0
5022128,0,59.90814321991554,1,0.0,Other,Pensioner,135000.0,Higher education,House / apartment,0,1,Single / not married,0,1,48,0,0,0,0
5022130,1,36.405949471926185,0,2.0862851393252426,Sales staff,Commercial associate,207000.0,Secondary / secondary special,House / apartment,1,0,Married,2,4,39,0,0,0,0
5022135,0,56.62265481152932,1,0.0,Other,Pensioner,126000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,37,0,0,0,0
5022140,0,53.57810221975811,0,5.511406805067866,Sales staff,Commercial associate,207000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,44,0,0,0,0
5022143,0,36.07740063108756,0,4.594207957726716,Sales staff,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,21,0,0,0,0
5022147,0,32.08553221489832,0,7.846841482029062,Other,Commercial associate,180000.0,Higher education,House / apartment,1,1,Married,2,4,22,0,1,1,0
5022161,0,59.6535178682656,1,0.0,Other,Pensioner,288000.0,Secondary / secondary special,House / apartment,0,1,Separated,0,1,12,0,1,0,0
5022163,0,32.975351992169585,0,7.679829154602764,Sales staff,Working,112500.0,Secondary / secondary special,House / apartment,0,0,Married,1,3,21,0,0,0,0
5022168,1,36.15953784129722,0,2.0972367673531966,Low-skill Laborers,Working,45000.0,Lower secondary,House / apartment,0,0,Married,0,2,55,0,1,0,0
5022172,0,54.514466416148174,0,0.34497628288055193,Cooking staff,Working,135000.0,Secondary / secondary special,Municipal apartment,0,0,Single / not married,0,1,36,0,0,0,0
5022176,0,41.53404929601566,0,21.845760008761303,High skill tech staff,Commercial associate,135000.0,Secondary / secondary special,House / apartment,0,0,Separated,1,2,48,0,0,0,0
5022190,0,54.15580059823268,0,18.751925090864287,Managers,Working,94500.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,30,0,0,0,0
5022196,1,32.70429919847772,0,2.012361650136553,Laborers,Working,135000.0,Secondary / secondary special,House / apartment,1,1,Married,3,5,5,0,0,1,0
5022200,1,52.75946802466854,0,6.929642634687912,Drivers,Commercial associate,112500.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,24,1,0,0,1
5022203,1,38.722218799838465,0,0.7529244269218396,Drivers,Commercial associate,202500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,30,0,1,0,0
5022211,0,33.36961060117593,0,10.51082499982888,Other,Working,315000.0,Higher education,With parents,0,1,Separated,0,1,12,0,1,1,0
5022212,1,52.461036160906794,0,9.163774752390536,Security staff,Commercial associate,180000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,44,1,1,0,1
5022219,0,64.59817792288685,1,0.0,Other,Pensioner,180000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,45,0,0,0,0
5022227,0,42.65932907588794,0,0.5119886103068509,Other,Working,54000.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,5,0,0,0,0
5022235,0,39.23146950313833,0,16.920265303188977,Laborers,Commercial associate,180000.0,Secondary / secondary special,House / apartment,1,1,Separated,1,2,51,0,0,0,0
5022240,0,41.70106162344196,0,22.92997118352875,High skill tech staff,Working,202500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,25,0,0,1,0
5022261,0,43.47522536397051,0,4.763958192160003,Other,Working,157500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,26,0,0,0,0
5022263,1,64.74054908725024,1,0.0,Other,Pensioner,131400.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,49,0,0,0,0
5022277,0,57.8437613366462,0,38.678412287726644,Core staff,Working,166500.0,Secondary / secondary special,Office apartment,0,0,Single / not married,0,1,54,0,0,0,0
5022278,0,48.06669541469024,0,5.259519360424923,Sales staff,Working,202500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,20,0,1,0,0
5022281,1,29.533802884385032,0,0.7638760549497936,Managers,Commercial associate,225000.0,Higher education,House / apartment,1,0,Single / not married,0,1,37,0,0,1,0
5022283,0,41.342395805526465,0,9.582674524459776,Cooking staff,Working,157500.0,Secondary / secondary special,House / apartment,0,0,Civil marriage,1,3,16,0,0,0,0
5022284,1,31.934947329513953,0,4.013771672245152,Drivers,Commercial associate,157500.0,Secondary / secondary special,House / apartment,1,1,Single / not married,0,1,32,0,0,0,0
5022302,0,52.13522522707516,0,9.087113356194857,Other,Working,90000.0,Secondary / secondary special,House / apartment,0,1,Separated,0,1,28,0,0,0,0
5022309,0,29.61046428058071,0,7.427941709959821,Sales staff,Working,189000.0,Secondary / secondary special,House / apartment,1,1,Married,2,4,14,1,1,0,0
5022316,1,31.138216390480295,0,3.7536705065812437,Managers,Commercial associate,270000.0,Higher education,House / apartment,1,0,Married,1,3,15,0,0,0,0
5022324,1,58.87321437127388,0,4.583256329698762,Core staff,Commercial associate,256500.0,Higher education,House / apartment,1,1,Married,0,2,31,0,0,1,0
5022338,1,26.43449215247404,0,0.4271134930902072,Other,Working,135000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,13,0,0,0,0
5022341,0,44.354093513213826,0,9.930388714347316,Core staff,State servant,202500.0,Higher education,House / apartment,1,1,Married,1,3,11,0,0,0,0
5022343,0,64.33533885021595,1,0.0,Other,Pensioner,67500.0,Secondary / secondary special,House / apartment,0,1,Widow,0,1,12,0,0,0,0
5022348,0,56.65550969561319,0,22.00182070815965,Core staff,Working,234000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,1,2,13,0,0,0,0
5022365,0,62.25726743191167,1,0.0,Other,Pensioner,54000.0,Secondary / secondary special,House / apartment,0,1,Widow,0,1,31,0,1,0,0
5022366,1,30.587897082075607,0,9.593626152487731,Laborers,Working,270000.0,Incomplete higher,House / apartment,1,0,Married,0,2,33,0,0,0,0
5022376,0,48.01193727455047,0,11.261011519743732,Sales staff,Working,117000.0,Secondary / secondary special,Municipal apartment,1,1,Married,0,2,53,0,1,0,0
5022379,0,59.12236390890983,0,32.01434663271662,Laborers,Commercial associate,225000.0,Higher education,House / apartment,0,1,Widow,0,1,8,1,1,0,0
5022385,1,23.92383142706558,0,0.34497628288055193,Sales staff,Working,202500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,34,1,0,0,1
5022387,0,59.95742554604133,1,0.0,Other,Pensioner,153000.0,Higher education,House / apartment,0,1,Married,0,2,47,0,1,0,0
5022416,0,29.692601490790366,0,1.4264495506410124,High skill tech staff,Working,157500.0,Higher education,With parents,1,1,Married,1,3,17,0,0,1,0
5022422,0,52.53222174308849,0,3.334770734512002,Cooking staff,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,50,1,1,0,0
5022429,0,45.36438119879258,0,1.4154979226130584,Laborers,Working,90000.0,Secondary / secondary special,House / apartment,0,1,Civil marriage,0,2,59,0,0,0,0
5022430,0,58.624064833637924,1,0.0,Other,Pensioner,67500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,16,0,0,0,0
5022437,0,31.403793370158184,0,2.5818463075901628,Sales staff,Working,157500.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,3,0,1,1,0
5022439,0,49.082458914282974,0,23.417318630772705,Laborers,Commercial associate,270000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,3,0,0,0,0
5022440,1,29.06014497217602,0,4.920018891558348,Sales staff,Commercial associate,225000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,15,0,1,0,0
5022442,0,43.57105210921511,0,11.920847108427962,Sales staff,Commercial associate,180000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,31,0,1,0,0
5022448,0,48.10502611278808,0,5.415580059823268,Core staff,Working,315000.0,Secondary / secondary special,House / apartment,0,0,Separated,0,1,41,0,0,1,0
5022454,1,23.808839332772063,0,2.929560497477703,Drivers,Working,144000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,26,0,0,1,0
5022460,0,38.80435601004812,0,0.5941258205165062,Security staff,Working,135000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,5,0,0,0,0
5022462,1,47.390432383964075,0,9.582674524459776,Other,State servant,405000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,27,0,0,0,0
5022477,0,35.69683155711616,0,4.4271956303004165,Other,Working,135000.0,Incomplete higher,House / apartment,0,1,Married,0,2,4,0,0,1,1
5022481,1,22.300252571921394,1,0.0,Other,Pensioner,112500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,14,0,0,0,1
5022482,0,46.410261675462195,0,8.260265440084327,Other,Working,157500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,31,1,1,0,0
5022492,1,38.7851906609992,0,6.581928444800372,Medicine staff,State servant,405000.0,Secondary / secondary special,House / apartment,1,0,Married,1,3,19,0,0,0,0
5022504,0,45.783280970861824,0,6.086367276535452,Managers,Commercial associate,720000.0,Higher education,House / apartment,0,1,Married,1,3,2,0,0,1,0
5022507,0,64.53246815471913,1,0.0,Other,Pensioner,112500.0,Secondary / secondary special,House / apartment,0,1,Widow,0,1,6,0,0,0,0
5022512,1,42.952285125635704,0,2.001410022108599,Drivers,Working,135000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,2,0,0,0,0
5022516,0,56.6527717886062,1,0.0,Other,Pensioner,225000.0,Secondary / secondary special,House / apartment,0,1,Widow,0,1,44,0,1,0,0
5022525,0,64.29700815211811,1,0.0,Other,Pensioner,121500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,22,0,0,0,0
5022530,1,51.0072075401959,0,4.002820044217198,Laborers,Working,225000.0,Secondary / secondary special,With parents,0,1,Married,0,2,39,0,0,0,0
5022535,0,29.361314742944757,0,8.416326139482672,High skill tech staff,Working,202500.0,Higher education,House / apartment,0,1,Married,2,4,14,0,0,0,0
5022539,1,36.039069932989726,0,3.846759344818853,Laborers,Working,202500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,18,0,0,0,0
5022541,0,32.811077571750275,0,5.593544015277521,Core staff,Commercial associate,247500.0,Higher education,House / apartment,0,1,Single / not married,0,1,19,0,0,1,1
5022553,0,30.757647316508894,0,6.929642634687912,Sales staff,Working,112500.0,Higher education,House / apartment,0,1,Civil marriage,0,2,57,0,1,1,1
5022559,0,35.78718248834678,0,3.6797470173925544,Sales staff,Working,225000.0,Higher education,House / apartment,0,1,Married,1,3,11,0,0,0,0
5022569,1,40.6195883556815,0,4.763958192160003,Security staff,Working,225000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,8,0,0,0,0
5022571,1,59.47007809879737,1,0.0,Other,Pensioner,202500.0,Higher education,House / apartment,1,1,Married,0,2,18,0,0,0,0
5022577,1,23.362560490632934,0,1.5934618780673113,Laborers,Working,202500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,8,0,0,0,0
5022582,0,48.7429584454164,0,27.595364723437168,Core staff,Working,202500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,37,0,1,0,0
5022592,0,36.7837806388906,0,0.3340246548525979,Secretaries,Working,144000.0,Higher education,House / apartment,0,1,Civil marriage,1,3,16,1,1,1,0
5022602,1,36.31286063368858,0,14.426032019822447,Managers,Working,337500.0,Higher education,House / apartment,0,1,Married,0,2,43,0,0,0,0
5022606,0,23.554213981122132,0,2.7515965420234503,Core staff,Commercial associate,112500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,16,1,1,0,0
5022608,1,27.77332867889142,0,2.258773280765519,Laborers,Working,202500.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,15,0,0,0,0
5022614,1,32.91511803801584,0,4.583256329698762,Laborers,Commercial associate,202500.0,Secondary / secondary special,House / apartment,1,1,Civil marriage,0,2,26,0,0,1,0
5022620,1,33.177957110686734,0,6.332778907164418,Core staff,State servant,247500.0,Higher education,With parents,1,0,Married,0,2,3,1,1,1,0
5022628,0,55.86425457059351,0,4.75300656413205,Other,Working,157500.0,Secondary / secondary special,Municipal apartment,0,1,Single / not married,0,1,5,0,1,0,0
5022640,0,30.623489873166456,0,3.846759344818853,Medicine staff,Working,76500.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,14,0,0,1,0
5022644,1,32.19504849517786,0,0.24914953763595418,Managers,Commercial associate,135000.0,Higher education,House / apartment,1,1,Married,1,3,53,0,0,0,0
5022654,1,49.20566472959746,0,5.248567732396969,Sales staff,Working,112500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,49,1,1,0,0
5022656,0,60.398228574166474,1,0.0,Other,Pensioner,202500.0,Secondary / secondary special,House / apartment,0,1,Widow,0,1,39,0,1,0,0
5022659,0,37.81049576651129,0,3.4278595727496115,Private service staff,Commercial associate,247500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,56,0,1,0,1
5022663,0,40.679822309835245,0,3.920682834007543,Cleaning staff,Working,157500.0,Secondary / secondary special,With parents,0,0,Single / not married,1,2,17,0,0,0,0
5022664,1,27.00123890292066,0,5.845431459920464,Laborers,Commercial associate,157500.0,Secondary / secondary special,Municipal apartment,1,1,Single / not married,0,1,41,1,0,0,0
5022673,0,39.48335694778127,0,15.26109365695394,Accountants,Commercial associate,315000.0,Higher education,House / apartment,0,1,Married,1,3,16,0,0,1,0
5022676,1,63.75490256473439,1,0.0,Other,Pensioner,135000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,47,0,0,0,0
5022681,1,53.06063779543728,1,0.0,Other,Pensioner,315000.0,Higher education,House / apartment,1,1,Married,0,2,10,0,1,0,0
5022683,0,39.17671136299855,0,1.5003730398297022,Sales staff,Working,157500.0,Secondary / secondary special,With parents,0,0,Separated,0,1,10,1,1,0,0
5022686,0,43.54093513213824,0,2.0862851393252426,Sales staff,Commercial associate,112500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,13,0,0,0,1
5022691,0,29.210729857560388,0,8.51215288472727,Laborers,Working,135000.0,Incomplete higher,House / apartment,1,1,Civil marriage,0,2,8,0,0,0,1
5022694,0,56.847163186102385,1,0.0,Other,Pensioner,112500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,43,0,1,0,0
5022698,1,38.50592414628637,0,14.58209271922079,Drivers,Working,315000.0,Secondary / secondary special,House / apartment,1,1,Single / not married,0,1,50,0,0,0,0
5022712,1,64.08345140557302,0,7.165102637288924,Security staff,Working,157500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,39,0,0,0,0
5022720,1,41.621662320239295,0,1.8453493227102542,Drivers,Working,157500.0,Secondary / secondary special,House / apartment,1,1,Married,2,4,27,0,0,0,0
5022730,1,41.785936740658606,0,4.583256329698762,Managers,Commercial associate,360000.0,Secondary / secondary special,House / apartment,1,0,Married,3,5,60,0,0,0,0
5022732,0,58.28730227177834,1,0.0,Other,Pensioner,90000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,15,0,0,0,0
5022741,0,26.80684750542448,0,3.6797470173925544,Sales staff,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,6,0,0,1,0
5022743,0,29.56939567547588,0,8.668213584125615,Sales staff,Commercial associate,202500.0,Secondary / secondary special,House / apartment,0,0,Separated,1,2,30,0,0,0,0
5022765,0,31.119051041431376,0,10.75176081644387,Core staff,State servant,112500.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,26,0,0,1,0
5022767,0,37.911798325769865,0,1.0020739645577939,Medicine staff,Working,90000.0,Secondary / secondary special,With parents,0,1,Married,2,4,19,0,1,0,0
5022774,0,62.87329650848409,1,0.0,Other,Pensioner,225000.0,Higher education,House / apartment,1,1,Married,0,2,25,0,0,0,1
5022783,1,35.94050528073814,0,3.5017830619383012,Managers,Working,216000.0,Higher education,House / apartment,1,1,Widow,1,2,47,0,0,0,0
5022789,0,33.86517176944085,0,0.5119886103068509,Core staff,Working,112500.0,Secondary / secondary special,House / apartment,0,0,Separated,0,1,46,0,0,0,0
5022791,0,32.84940826984811,0,4.098646789461796,Managers,Working,202500.0,Higher education,House / apartment,1,1,Widow,0,1,47,0,0,0,0
5022807,0,32.58109338316324,0,2.001410022108599,Sales staff,Working,180000.0,Higher education,House / apartment,0,1,Married,1,3,37,0,0,1,0
5022809,1,21.144855814972242,0,1.0020739645577939,Sales staff,Commercial associate,135000.0,Secondary / secondary special,Rented apartment,0,1,Single / not married,0,1,0,0,0,1,0
5022811,0,23.20923769824158,0,2.592797935618117,Laborers,Commercial associate,261000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,13,0,1,1,0
5022817,1,47.26175075463562,0,4.4271956303004165,Core staff,Working,202500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,16,0,0,0,0
5022840,1,34.20741014531441,0,2.6776730528347605,Laborers,Commercial associate,180000.0,Secondary / secondary special,House / apartment,0,1,Separated,0,1,49,0,0,0,0
5022851,0,51.75191824609677,0,23.6801577034436,Managers,Working,202500.0,Higher education,House / apartment,0,1,Married,0,2,14,0,0,0,0
5022858,0,53.62464663887691,0,3.5839202721479566,Managers,Working,202500.0,Higher education,Rented apartment,0,0,Single / not married,0,1,13,0,1,1,0
5022859,0,45.49306282812104,0,15.920929245638172,Core staff,Working,180000.0,Higher education,House / apartment,1,1,Single / not married,0,1,39,0,0,0,0
5022862,0,37.29303134219046,0,2.3326967699542083,Accountants,Working,67500.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,12,0,0,0,0
5022863,0,38.60448879853796,0,9.919437086319363,Private service staff,Commercial associate,225000.0,Higher education,House / apartment,1,1,Married,2,4,5,0,0,0,0
5022879,1,44.66621491201051,0,2.4148339801638636,Managers,Working,315000.0,Secondary / secondary special,House / apartment,1,1,Separated,1,2,24,0,0,0,0
5022894,1,36.485348775128855,0,7.085703334086258,Laborers,Working,315000.0,Incomplete higher,House / apartment,0,1,Married,0,2,24,1,0,0,1
5022897,0,52.81970197882229,0,3.7536705065812437,Core staff,State servant,126000.0,Higher education,House / apartment,0,1,Married,0,2,33,0,0,1,0
5022898,0,29.473568930231284,0,6.012443787346762,Other,Commercial associate,135000.0,Secondary / secondary special,House / apartment,0,1,Civil marriage,1,3,45,0,0,1,0
5022906,1,43.12751117408297,0,7.584002409358166,Core staff,State servant,189000.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,28,0,0,0,0
5022912,0,33.38877595022485,0,7.096654962114211,Managers,Working,225000.0,Higher education,House / apartment,0,1,Single / not married,0,1,7,0,1,0,0
5022925,0,58.2489715736805,1,0.0,Other,Pensioner,144000.0,Secondary / secondary special,House / apartment,1,1,Civil marriage,0,2,8,0,0,0,0
5022930,0,25.062800741972797,0,0.5119886103068509,Laborers,Working,270000.0,Higher education,House / apartment,0,1,Married,0,2,3,0,0,1,0
5022932,1,34.53869689316002,0,3.1650205000787146,Laborers,Working,315000.0,Higher education,House / apartment,1,1,Married,2,4,40,0,0,0,0
5022935,1,31.874713375360205,0,0.6790009377331498,Low-skill Laborers,Working,135000.0,Lower secondary,House / apartment,0,0,Married,1,3,28,1,1,0,0
5022936,0,38.593537170510004,0,3.6797470173925544,Accountants,Commercial associate,202500.0,Incomplete higher,House / apartment,1,0,Separated,0,1,50,0,1,1,0
5022950,1,22.535712574522407,0,2.001410022108599,Cooking staff,Working,135000.0,Incomplete higher,With parents,0,1,Single / not married,0,1,17,0,0,0,0
5022952,1,50.08453287884077,0,1.4264495506410124,Other,Working,112500.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,32,1,0,0,0
5022958,0,41.13705278000233,0,0.5831741924885521,Sales staff,Commercial associate,99000.0,Secondary / secondary special,House / apartment,0,0,Separated,0,1,31,0,0,1,0
5022963,0,35.395661786347425,0,3.5948719001759106,Accountants,Working,135000.0,Secondary / secondary special,House / apartment,1,1,Married,3,5,4,0,0,0,0
5022966,1,52.198197088235894,1,0.0,Other,Pensioner,135000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,40,0,0,0,0
5022975,0,25.834890517943556,0,0.6434081466422993,Sales staff,Working,315000.0,Secondary / secondary special,House / apartment,0,1,Civil marriage,0,2,3,0,0,0,0
5022978,0,51.65882940785916,0,32.72894036154062,Managers,Working,225000.0,Incomplete higher,House / apartment,1,1,Married,0,2,49,0,1,0,0
5022987,0,66.56125724689761,1,0.0,Other,Pensioner,76500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,10,0,1,0,0
5022994,0,65.58930025941669,1,0.0,Other,Pensioner,76500.0,Higher education,House / apartment,0,1,Married,0,2,7,0,0,0,0
5022996,0,62.9910265097846,0,31.729604303989813,Cleaning staff,Working,180000.0,Secondary / secondary special,House / apartment,0,1,Single / not married,0,1,49,1,1,0,0
5023007,0,37.72562064929465,0,5.1417893591244175,Sales staff,Working,157500.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,50,0,0,0,1
5023009,0,65.1594488593195,1,0.0,Other,Pensioner,99900.0,Secondary / secondary special,House / apartment,0,1,Widow,0,1,29,0,0,0,0
5023011,1,31.321656159948528,0,6.727037516170763,Private service staff,Working,360000.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,45,0,0,0,0
5023012,0,46.2651526040918,0,15.392513193289389,Other,Working,144000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,56,0,0,0,0
5023015,0,57.03881667659158,1,0.0,Other,Pensioner,76500.0,Higher education,House / apartment,0,0,Married,0,2,59,0,0,0,0
5023022,0,58.00803575706551,1,0.0,Other,Pensioner,157500.0,Secondary / secondary special,House / apartment,0,1,Widow,0,1,47,0,0,0,0
5023025,1,51.1714819606152,0,13.727865733040376,Laborers,Working,148500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,24,0,0,0,0
5023031,0,41.309540921442604,0,5.727701458619958,Sales staff,Commercial associate,202500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,37,0,1,0,0
5023034,1,48.76212379446532,0,4.728365401069152,Laborers,Working,112500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,12,1,0,0,0
5023036,1,22.393341410159003,0,3.058242126806163,Other,Working,112500.0,Secondary / secondary special,With parents,0,1,Civil marriage,0,2,15,0,0,0,0
5023037,0,57.359151796409236,1,0.0,Other,Pensioner,90000.0,Secondary / secondary special,House / apartment,0,0,Widow,0,1,27,0,0,0,0
5023044,0,63.36885767674901,1,0.0,Other,Pensioner,135000.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,5,0,0,0,0
5023048,0,29.459879395196342,0,7.896123808154856,Laborers,Working,67500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,10,1,1,0,0
5023051,0,35.792658302360756,0,12.391767113629985,Medicine staff,Working,112500.0,Secondary / secondary special,House / apartment,0,1,Married,3,5,26,1,1,0,0
5023053,0,57.98065668699562,1,0.0,Other,Pensioner,247500.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,29,0,0,0,0
5023057,1,30.880853131823375,0,1.3908567595501617,Laborers,Working,112500.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,15,0,0,0,1
5023060,0,46.013265159448856,0,7.310211708659315,Sales staff,Commercial associate,202500.0,Secondary / secondary special,House / apartment,0,1,Separated,0,1,19,0,0,0,0
5023063,0,37.7612134403855,0,1.1417072219142077,Other,Commercial associate,202500.0,Secondary / secondary special,Co-op apartment,0,1,Civil marriage,2,4,36,0,0,0,0
5023065,0,64.00952791638431,1,0.0,Other,Pensioner,38250.0,Higher education,House / apartment,0,1,Married,0,2,29,0,1,0,0
5023072,0,34.53869689316002,0,2.308055606891312,Cooking staff,Working,81000.0,Higher education,House / apartment,1,1,Married,0,2,4,0,0,0,0
5023079,0,59.68911065935645,1,0.0,Other,Pensioner,81000.0,Lower secondary,House / apartment,0,1,Married,0,2,9,0,0,0,0
5023081,1,23.97858956720535,0,0.8104204740685983,High skill tech staff,State servant,135000.0,Incomplete higher,House / apartment,0,1,Single / not married,0,1,18,0,0,0,0
5023083,0,32.05815314482844,0,13.642990615823733,Laborers,Commercial associate,175500.0,Secondary / secondary special,Municipal apartment,1,0,Single / not married,1,2,45,0,0,0,1
5023089,0,46.183015393882144,0,11.39243105607918,Laborers,Working,202500.0,Secondary / secondary special,House / apartment,0,0,Separated,0,1,37,0,0,0,0
5023097,1,46.048857950539706,0,12.057742458777387,Drivers,Working,180000.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,9,0,0,0,0
5023099,0,59.87255042882468,1,0.0,Other,Pensioner,94500.0,Lower secondary,House / apartment,0,1,Married,0,2,21,0,0,0,0
5023103,1,57.30986947028344,1,0.0,Other,Pensioner,135000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,14,0,0,0,0
5023105,1,41.49571859791782,0,4.6434902838525085,Core staff,Working,67500.0,Secondary / secondary special,House / apartment,1,1,Married,1,3,13,1,0,0,0
5023110,1,27.751425422835514,0,1.4757318767668055,Laborers,Working,382500.0,Higher education,House / apartment,0,1,Married,0,2,34,1,1,0,0
5023115,0,66.16699863789127,1,0.0,Other,Pensioner,81000.0,Secondary / secondary special,House / apartment,0,1,Married,0,2,33,0,0,0,0
5023116,0,51.543837313565646,0,27.97319589040158,Other,Working,81000.0,Secondary / secondary special,House / apartment,0,1,Civil marriage,0,2,31,0,0,0,0
5023120,0,34.74677782569115,0,5.475814013977015,Realty agents,Commercial associate,328500.0,Secondary / secondary special,House / apartment,1,0,Married,0,2,10,0,0,0,0
5023133,0,33.64340130187478,0,4.47647795642621,Core staff,Working,180000.0,Higher education,House / apartment,0,1,Married,1,3,27,0,0,1,0
5023136,0,57.86566459270211,1,0.0,Other,Pensioner,112500.0,Secondary / secondary special,House / apartment,0,0,Single / not married,0,1,6,0,0,0,0
5023150,1,31.212139879668985,0,4.142453301573612,Managers,Working,315000.0,Higher education,House / apartment,0,1,Married,1,3,49,0,0,0,1
5023153,0,37.39433390144904,0,17.476060425607645,Sales staff,Commercial associate,126000.0,Secondary / secondary special,Municipal apartment,0,0,Married,0,2,26,1,1,0,0
5023163,0,59.648042054251626,1,0.0,Other,Pensioner,135000.0,Secondary / secondary special,House / apartment,0,1,Separated,0,1,54,0,1,0,0
5023168,0,63.96024559025852,1,0.0,Other,Pensioner,153000.0,Lower secondary,House / apartment,0,0,Married,0,2,25,0,0,0,1
5023170,0,41.290375572393685,0,5.642826341403314,Medicine staff,State servant,117000.0,Secondary / secondary special,House / apartment,0,1,Married,1,3,44,0,1,0,0
5023172,0,48.564994489962146,0,12.895542002915871,Laborers,Working,337500.0,Secondary / secondary special,House / apartment,0,1,Civil marriage,1,3,57,1,1,0,0
5023180,0,58.22980622463158,1,0.0,Other,Pensioner,67500.0,Secondary / secondary special,House / apartment,0,0,Married,0,2,22,0,0,0,0
5023183,1,47.18782726544693,0,7.39234891886897,Core staff,Working,135000.0,Secondary / secondary special,House / apartment,1,1,Married,0,2,23,0,1,0,0
5023190,0,31.55164034853556,0,4.47647795642621,Sales staff,Commercial associate,315000.0,Higher education,House / apartment,1,1,Married,1,3,27,0,1,1,0
