,Gender,Age,UnemployedStatus,YearsOfEmployed,OccupationType,IncomeType,TotalIncome,EducationLevel,HousingType,OwnCar,OwnProperty,FamilyStatus,NumOfChildren,NumOfFamilyMember,AccountActivateLength,WorkPhone,Phone,Email
5615,0,47.6231544795581,0,4.679083074943359,3,0,247500.0,1,1,0,1,0,0,2,43,1,1,0
2874,0,38.538779030370236,0,5.766032156717797,0,0,202500.0,1,1,1,1,3,1,2,58,0,0,0
4444,1,59.66994531030753,0,3.2170407332114963,4,4,157500.0,4,1,0,1,1,0,2,9,0,0,0
6010,1,30.336009637432664,0,1.7988049035914495,10,0,315000.0,2,1,1,0,1,2,4,19,0,0,0
2746,0,30.45921545274715,0,1.0924248957884146,12,4,112500.0,1,1,1,0,1,3,5,47,0,0,0
6942,1,66.26830119714984,0,6.740727051205706,13,2,180000.0,1,1,0,1,1,0,2,29,0,0,0
8930,0,51.70811173398496,0,6.907739378632004,15,0,135000.0,4,1,0,1,1,0,2,30,1,1,0
6953,0,38.76876321895727,0,1.1553967569491501,12,4,540000.0,1,1,1,1,3,2,3,26,0,1,1
8644,0,37.88441925569998,0,3.7947391116860714,8,0,180000.0,4,1,0,1,1,1,3,17,0,1,0
7176,0,66.31210770926165,1,0.0,12,1,135000.0,4,2,0,0,1,0,2,5,0,0,0
835,0,41.1671697570792,0,9.141871496334627,12,4,135000.0,4,1,0,1,3,0,1,39,0,0,0
1271,1,62.92531674161687,1,0.0,12,1,180000.0,4,1,1,1,2,0,1,36,0,1,0
9218,0,30.36065080049556,0,10.683313141269156,3,0,360000.0,1,1,0,1,1,0,2,59,0,1,0
2271,0,56.187327597418154,1,0.0,12,1,67500.0,4,1,0,1,2,0,1,17,0,1,0
5628,1,57.68222482323388,0,20.27146347974291,8,0,360000.0,1,1,1,1,1,0,2,9,0,1,1
5969,1,51.497292894446836,0,3.8768763218957267,4,4,180000.0,4,2,1,0,1,0,2,54,1,0,0
250,1,55.15513665578349,0,2.8556370082890132,8,4,225000.0,4,1,1,1,1,0,2,17,0,0,0
7728,0,45.22748584844316,0,3.592133993168922,12,4,85500.0,4,1,0,0,1,0,2,53,1,0,0
953,1,42.98514000971957,0,4.591470050719727,12,0,202500.0,4,1,0,1,1,0,2,20,0,0,0
2284,0,61.86300882290533,1,0.0,12,1,180000.0,1,1,0,1,1,0,2,1,0,1,0
4197,0,48.03110262359939,0,1.2977679213125526,1,2,225000.0,4,1,0,1,3,0,1,17,0,0,0
9362,1,30.878115224816387,0,12.208327344161756,9,4,112500.0,1,1,0,0,1,2,4,12,0,0,0
1435,0,38.705791357796535,0,9.72504568882318,0,0,157500.0,1,1,0,1,1,1,3,20,0,0,1
3627,0,36.321074354709545,0,6.409440303360096,3,2,270000.0,1,1,0,0,1,0,2,40,1,1,0
5059,0,38.941251360397544,0,5.2786847094738425,8,0,67500.0,4,1,0,0,1,0,2,4,0,0,0
2837,0,61.060802069857694,1,0.0,12,1,76500.0,4,1,0,1,1,0,2,44,0,0,0
6553,1,30.921921736928205,0,9.681239176711363,4,2,360000.0,4,1,1,0,1,1,3,8,0,1,0
7990,1,55.74378666228601,0,1.095162802795403,17,4,202500.0,4,1,1,0,1,0,2,52,0,0,0
7213,0,37.99119762897253,0,5.519620526088831,12,4,112500.0,1,1,0,0,1,0,2,23,1,1,0
2615,0,62.26548115293264,1,0.0,12,1,157500.0,4,1,0,1,1,0,2,47,0,0,0
7620,1,36.0691869100666,0,6.781795656310534,10,4,180000.0,1,1,1,1,1,2,4,35,0,0,0
4715,1,29.944488935433306,0,3.1321656159948525,8,4,153000.0,4,5,1,0,3,0,1,37,0,0,0
8073,0,37.22732157402274,0,0.26283907267089673,3,4,45000.0,4,1,0,0,1,1,3,13,0,0,0
8330,0,40.48816881934605,0,7.285570545596419,3,4,112500.0,4,1,0,0,0,1,3,11,1,1,0
4771,0,46.84011307555939,0,2.4668542132966453,1,0,135000.0,4,1,0,1,0,0,2,3,0,0,1
997,1,34.50857991608315,0,7.17331635830989,10,4,180000.0,4,1,1,1,1,0,2,48,1,1,0
6239,0,60.97592695264105,1,0.0,12,1,67500.0,4,1,0,0,4,0,1,11,0,0,0
1267,0,51.39051452117429,0,0.3395004688665749,8,4,90000.0,4,1,0,0,1,0,2,28,0,0,0
9059,0,27.74047379480756,0,3.0336009637432664,3,0,180000.0,1,1,1,0,3,0,1,38,1,0,1
6268,0,42.96323675366366,0,25.013518415847006,12,4,135000.0,4,1,0,0,1,1,3,31,1,1,0
4011,0,22.85330978733307,0,4.375175397167635,8,4,112500.0,2,4,0,1,3,0,1,2,0,0,0
6537,1,39.603824856088764,0,11.348624543967365,10,0,450000.0,2,1,0,0,1,0,2,59,1,1,0
730,1,41.49571859791782,0,4.6434902838525085,3,4,67500.0,4,1,1,1,1,1,3,13,1,0,0
4504,1,52.258431042389645,0,12.139879668987042,10,4,450000.0,1,1,1,1,1,0,2,48,0,1,0
3620,0,50.122863576938606,0,24.077154219456936,4,4,270000.0,4,1,0,0,1,0,2,3,1,1,0
9333,0,36.28821947062568,0,6.959759611764786,12,0,180000.0,4,1,1,1,1,0,2,40,0,1,0
8378,0,32.75084361759653,0,1.040404662655633,15,4,121500.0,4,1,0,0,3,0,1,41,0,1,0
4146,0,58.78286344004326,1,0.0,12,1,180000.0,4,1,0,1,1,0,2,21,0,0,0
8469,0,30.352437079474594,0,8.041232879525246,12,4,144000.0,4,1,1,1,1,2,4,50,1,1,0
626,0,56.6527717886062,1,0.0,12,1,225000.0,4,1,0,1,4,0,1,44,0,1,0
7106,0,36.186916911367106,0,0.26831488668487374,15,4,112500.0,4,1,0,1,1,0,2,4,0,1,0
1714,0,53.11813384258404,0,13.883926432438722,10,4,144000.0,1,1,1,0,1,0,2,53,1,1,0
3131,1,23.92109352005859,0,1.0102876855787593,15,0,135000.0,4,1,1,1,3,0,1,2,0,0,1
463,1,62.74461487915563,1,0.0,12,1,67500.0,4,1,0,1,1,0,2,16,0,0,0
7578,0,59.14152925795875,0,34.19645851728646,6,2,180000.0,1,1,0,1,1,0,2,5,1,0,0
6879,1,29.750097537937123,0,1.7413088564446908,4,4,225000.0,4,1,1,0,3,0,1,25,0,0,0
7339,1,47.026290752034605,0,0.361403724922483,8,4,180000.0,4,1,1,1,1,0,2,38,0,0,0
1290,0,67.72760563187471,1,0.0,12,1,90000.0,1,1,0,0,4,0,1,60,0,1,0
3433,0,37.43814041356085,0,3.0500284057851976,1,0,180000.0,4,1,0,1,3,0,1,44,0,0,0
3197,0,51.37408707913236,0,27.012190530948615,8,4,90000.0,4,1,0,0,2,0,1,54,0,0,0
3530,0,48.482857279752494,0,4.301251907978945,12,4,135000.0,4,1,0,0,1,1,3,31,0,0,0
8681,0,41.408105573694186,0,1.96307932401076,9,4,135000.0,4,1,0,0,3,1,2,55,0,1,0
6334,0,44.94548142672334,0,12.846259676790078,10,2,166500.0,4,1,0,0,1,0,2,23,0,1,0
4871,1,38.5223515883283,0,0.572222564460598,4,4,180000.0,4,1,1,1,1,0,2,19,0,1,0
3850,0,63.371595583756,1,0.0,12,1,135000.0,4,1,0,1,3,0,1,6,0,0,0
6831,1,46.68405237616104,0,3.9891305091822558,8,4,216000.0,4,4,1,1,1,1,3,37,0,0,0
3629,0,26.738399830249765,0,0.8295858231175178,12,4,337500.0,4,1,1,0,3,0,1,39,1,0,1
8259,1,42.26507046688159,0,21.451501399754957,12,2,292500.0,4,1,0,0,1,1,3,9,0,1,0
8070,0,36.36761877382835,0,2.680410959841749,1,4,202500.0,4,1,0,0,1,0,2,17,0,1,0
9018,0,47.94075169236877,0,3.0336009637432664,15,0,67500.0,4,1,0,0,1,0,2,31,1,0,0
388,0,51.51919615050275,0,2.995270265645427,8,0,202500.0,4,2,0,1,1,0,2,15,0,0,0
4998,0,49.82716962018385,0,14.209737366270355,1,4,135000.0,4,1,0,1,1,0,2,29,0,0,0
8032,0,61.600169750234436,1,0.0,12,1,67500.0,4,1,0,0,1,0,2,2,0,1,0
4263,1,53.34264221715709,0,7.570312874323223,8,4,157500.0,4,1,1,1,1,0,2,13,1,0,0
808,1,59.41258205165062,0,6.642162398954119,8,4,90900.0,4,1,1,1,1,0,2,40,0,0,0
1900,0,37.90632251175589,0,7.469010315064649,8,0,121500.0,4,1,1,1,1,1,3,15,0,0,0
8517,1,28.4687570586665,0,2.0315269991854725,3,0,292500.0,1,1,1,1,1,1,3,32,1,1,1
482,0,41.07681882584858,0,0.3340246548525979,10,4,126000.0,1,1,1,1,1,3,5,13,0,0,0
3727,0,37.95834274488867,0,3.8303319027769223,13,0,90000.0,4,1,0,1,1,2,4,47,0,0,0
1392,1,32.000657097681675,0,3.5565412020780713,8,4,202500.0,4,1,1,1,1,0,2,9,0,0,1
3812,1,53.19205733177272,0,9.8153966200538,12,2,202500.0,4,1,1,1,1,0,2,49,1,0,0
8210,1,27.55977193234632,0,2.2834144438284154,8,4,112500.0,4,1,1,0,1,0,2,23,0,0,0
7944,0,45.88184562311341,0,4.432671444314394,18,4,94500.0,4,1,0,0,1,0,2,8,0,0,0
7623,0,49.19745100857649,0,9.782541735969938,15,4,90000.0,4,1,0,1,1,0,2,56,0,0,0
3420,1,28.939677063868526,0,3.2170407332114963,10,4,225000.0,4,1,0,1,0,0,2,41,0,0,0
5038,1,27.034093787004522,0,5.2786847094738425,8,0,81000.0,1,1,0,1,3,0,1,36,0,1,0
3449,0,59.500195075874245,1,0.0,12,1,67500.0,4,1,0,1,1,0,2,50,0,0,0
3031,0,52.79779872276638,0,7.129509846198074,3,2,90000.0,4,1,1,1,1,0,2,37,1,1,0
8851,0,52.28581011245953,0,1.8453493227102542,3,4,157500.0,4,1,0,1,2,0,1,49,0,0,0
20,1,42.39375209621005,0,3.8549730658398187,4,4,135000.0,4,1,0,1,1,0,2,12,1,1,0
2453,0,53.616432917855946,0,18.012690198977392,6,4,112500.0,4,1,0,1,2,0,1,20,0,1,0
7294,0,46.47323353662293,0,2.3600758400240935,2,4,112500.0,4,1,0,1,0,0,2,44,0,0,1
6713,1,29.637843350650595,0,9.511488942278076,10,0,405000.0,4,1,1,1,1,2,4,33,0,0,0
1352,0,45.49306282812104,0,7.452582873022718,14,4,270000.0,4,1,0,1,1,1,3,37,1,1,0
2778,0,45.56151050329576,0,27.346215185801213,15,4,144000.0,4,2,0,0,1,0,2,53,1,1,0
5485,1,36.24715086552085,0,16.01401808387578,6,4,135000.0,1,1,1,1,1,2,4,18,0,0,1
7299,0,31.012272668158825,0,0.27652860770583926,3,4,121500.0,2,1,1,1,1,2,4,34,1,1,0
3535,0,55.04014456148997,0,7.384135197848005,1,0,171000.0,4,1,0,1,1,0,2,5,0,0,0
3416,0,28.62207985105786,0,1.3826430385291963,6,0,180000.0,4,1,0,1,1,2,4,9,0,0,1
6979,0,54.16949013326762,0,1.3251469913824376,8,4,103500.0,4,1,1,0,1,0,2,5,1,1,0
2387,0,28.904084272777673,0,6.598355886842303,3,2,112500.0,1,1,0,0,3,0,1,38,0,0,0
1618,0,60.42013183022239,1,0.0,12,1,90000.0,4,1,0,1,1,0,2,22,0,0,0
1517,0,57.09357481673135,1,0.0,12,1,103500.0,4,1,0,1,1,0,2,15,0,0,0
9564,1,48.38976844151488,0,12.432835718734813,8,4,157500.0,4,1,0,1,3,0,1,5,0,0,0
6073,0,42.667542796908904,0,4.410768188258486,15,4,157500.0,4,1,1,1,4,0,1,2,0,0,0
2403,1,32.98630362019754,0,5.2649951744389005,8,4,135000.0,4,1,1,1,1,1,3,6,1,1,0
9003,0,56.053170154075715,1,0.0,12,1,90000.0,4,1,0,0,1,0,2,37,0,0,0
6947,0,58.82666995215507,1,0.0,12,1,76500.0,4,1,0,1,3,0,1,10,0,0,0
7813,0,32.28539942640848,0,0.34497628288055193,8,0,90000.0,2,1,0,0,0,1,3,40,0,0,0
410,1,34.943907130194326,0,6.1739803007590845,3,2,225000.0,1,1,1,1,1,1,3,10,0,1,0
2248,1,32.60299663921915,0,1.6317925761651506,8,4,180000.0,4,1,0,1,1,0,2,29,1,1,0
4314,0,32.10195965694025,0,5.5962819222845095,3,4,315000.0,2,1,1,1,3,1,2,20,0,0,0
4513,0,63.905487450118756,0,14.886000396996515,11,2,202500.0,4,1,0,1,3,0,1,24,0,0,0
2869,0,33.42984455532968,0,7.52103054819743,2,4,112500.0,4,1,0,0,0,1,3,46,0,0,0
4705,0,55.489161310636085,1,0.0,12,1,90000.0,4,1,1,1,4,0,1,21,0,1,0
195,1,44.01459304434725,0,21.02438790666475,12,4,112500.0,4,1,1,1,1,0,2,44,0,0,0
3830,1,64.1327337316988,0,40.759221613037916,8,4,157500.0,4,1,1,0,1,0,2,38,0,0,0
5981,0,32.86857361889703,0,5.875548436997337,0,4,180000.0,4,1,1,1,1,0,2,52,1,0,0
875,1,55.94639178080316,0,7.367707755806074,8,4,405000.0,1,1,1,1,1,0,2,23,0,1,0
6389,0,50.769009630587895,0,5.174644243208279,10,4,135000.0,4,1,0,1,1,0,2,2,1,1,0
2493,0,60.05325229128592,0,9.516964756292053,0,0,162000.0,4,1,0,1,1,0,2,51,0,0,0
6011,1,64.95410583379535,1,0.0,12,1,63000.0,4,1,0,1,0,0,2,9,0,0,0
2894,0,29.84866219018871,0,2.8775402643449213,15,4,76500.0,2,5,0,1,1,1,3,6,0,0,0
6005,0,36.852228314065314,0,6.962497518771775,0,4,94500.0,1,1,0,1,3,0,1,15,0,0,0
8531,1,68.47505424478257,1,0.0,12,1,315000.0,4,1,1,1,1,1,3,40,0,0,0
2099,0,42.286973722937496,0,1.9329623469338864,8,0,180000.0,2,1,1,1,0,1,3,60,0,0,0
1122,1,51.04280033128675,0,4.673607260929383,17,4,135000.0,4,1,1,0,1,0,2,5,1,0,0
1997,0,58.54466553043526,1,0.0,12,1,165600.0,4,1,0,1,4,0,1,29,0,1,0
7854,0,59.49745716886726,1,0.0,12,1,126000.0,4,1,1,1,1,0,2,9,0,0,0
2380,0,25.49812795608397,0,1.683812809297932,12,2,157500.0,1,1,0,1,1,0,2,6,0,0,0
5523,0,58.96630320951149,0,37.60515274098715,3,0,247500.0,1,1,0,1,3,0,1,40,0,0,0
85,1,29.432500325126455,0,6.688706818072924,6,4,252000.0,4,1,1,0,1,0,2,57,0,0,0
4707,1,41.6435655762952,0,12.887328281894906,17,4,225000.0,4,1,1,1,1,2,4,39,0,0,1
6965,1,37.72014483528067,0,1.2594372232147135,8,4,270000.0,4,1,0,1,1,2,4,37,1,0,0
1089,1,62.81580046133733,1,0.0,12,1,38250.0,3,1,1,0,1,0,2,44,0,1,0
2087,0,60.622736948739536,0,24.76710678521804,12,0,405000.0,4,1,0,1,1,0,2,29,0,1,0
2813,0,38.442952285125635,0,1.2594372232147135,12,0,117000.0,4,1,0,1,0,1,3,1,0,0,0
870,0,40.1185513734026,0,6.280758674031636,6,2,180000.0,1,1,1,1,1,0,2,16,0,0,0
8638,0,38.87554159222982,0,8.131583810755867,13,4,112500.0,4,1,0,1,4,1,2,49,1,1,0
9273,1,61.77813370568869,1,0.0,12,1,31500.0,4,1,0,1,1,0,2,20,0,0,0
6602,1,48.47190565172454,0,10.844849654681479,10,4,180000.0,1,1,1,1,1,0,2,6,0,0,0
518,0,55.741048755279024,1,0.0,12,1,157500.0,4,1,0,1,1,0,2,58,0,0,1
6927,1,27.255864254570593,0,5.5743786662286015,12,4,135000.0,4,1,1,1,1,0,2,40,0,0,0
3016,0,53.38371082226192,0,3.715339808483405,3,2,270000.0,1,1,0,1,2,0,1,16,0,0,0
7440,0,41.939259533049956,0,15.031109468366907,0,4,225000.0,1,1,1,0,1,0,2,44,0,0,0
8188,1,42.22673976878375,0,3.2854884083862093,12,0,157500.0,1,1,0,1,1,0,2,52,1,1,0
5905,0,41.89819092794513,0,0.29569395675475885,12,4,292500.0,1,1,0,1,3,0,1,10,0,0,0
7403,1,52.95112151515774,0,11.195301751576007,17,4,162000.0,4,1,1,0,1,0,2,25,1,0,1
5437,0,62.9663853467217,1,0.0,12,1,135000.0,4,1,1,1,1,0,2,23,0,1,0
8924,1,32.99725524822549,0,12.660082000314858,10,4,360000.0,4,1,1,0,1,1,3,14,0,0,0
5137,0,45.69840585364518,0,3.5346379460221633,6,4,90000.0,4,1,0,1,1,1,3,8,0,0,0
6294,0,46.20491864993805,0,0.26557697967788524,12,4,76500.0,4,1,0,0,1,0,2,5,1,0,0
6024,0,42.57992977268527,0,15.296686448044792,8,4,360000.0,4,1,0,1,1,0,2,38,1,1,0
7489,1,27.18741657939588,0,6.362895884241292,8,4,180000.0,4,1,0,0,1,2,4,52,0,0,1
292,1,50.585569861119666,0,7.187005893344832,10,4,450000.0,1,3,1,1,1,1,3,39,0,0,0
101,1,22.40155513117997,0,3.6058235282038646,2,4,108000.0,4,0,0,0,3,0,1,38,1,0,0
605,1,23.92383142706558,0,0.34497628288055193,15,4,202500.0,4,1,1,1,1,0,2,34,1,0,0
4039,0,36.41142528594016,0,4.457312607377291,8,4,135000.0,1,1,0,1,1,0,2,1,0,0,0
4117,0,65.9671314263811,1,0.0,12,1,103500.0,4,1,0,1,4,0,1,18,0,1,0
8246,0,30.735744060452987,0,1.0376667556486443,12,0,90000.0,4,1,0,0,1,0,2,9,0,1,0
4648,0,25.235288883413073,0,4.887164007474486,3,4,90000.0,4,5,0,1,1,0,2,20,0,0,0
6866,0,47.54375517635543,0,5.826266110871544,8,4,135000.0,4,1,0,1,1,0,2,18,0,0,0
7318,1,29.670698234734456,0,1.6098893201092423,15,0,450000.0,1,1,1,1,3,0,1,42,0,0,1
5102,0,50.35832357953962,0,16.78063204583256,12,4,112500.0,4,1,0,1,0,0,2,29,0,0,0
4839,0,36.03085621196876,0,16.85455553502125,12,4,225000.0,4,1,1,1,1,2,4,5,0,0,0
7760,1,22.177046756606913,0,4.0876951614338415,4,2,135000.0,4,3,0,0,3,0,1,7,0,0,0
376,1,60.559765087578796,1,0.0,12,1,135000.0,4,1,0,1,1,0,2,20,0,0,0
7331,0,38.68388810174062,0,2.6941004948766913,3,0,360000.0,1,1,0,1,1,0,2,8,0,0,0
434,1,50.52533590696592,0,20.5835848785396,4,0,270000.0,4,1,0,1,1,0,2,20,0,0,0
8146,0,27.94034100631772,0,0.8432753581524604,15,0,202500.0,2,1,1,1,3,0,1,11,1,1,0
3147,0,28.597438687994963,0,0.6817388447401383,8,0,135000.0,4,1,1,0,1,0,2,58,0,0,0
8162,0,62.79663511228841,1,0.0,12,1,202500.0,4,1,0,1,1,0,2,55,0,0,0
2666,0,33.34496943811303,0,3.1732342210996802,6,0,180000.0,2,1,0,1,1,1,3,58,0,1,0
5264,1,29.73914590990917,0,3.1759721281066686,8,4,157500.0,1,5,0,0,2,1,2,2,1,1,0
3338,1,29.895206609307515,0,1.034928848641656,4,0,382500.0,4,1,0,0,1,2,4,34,0,0,0
7940,0,34.02397037584618,0,1.6810749022909437,8,0,135000.0,3,1,1,0,1,0,2,4,0,0,0
5247,1,24.52617096860305,0,0.5941258205165062,4,4,225000.0,4,1,1,0,3,0,1,9,1,1,0
3037,0,31.340821508997447,0,8.295858231175178,8,0,202500.0,4,1,0,0,1,1,3,6,0,0,0
1338,0,58.13124157237999,1,0.0,12,1,135000.0,1,1,0,0,4,0,1,20,0,1,0
7011,1,36.50725203118476,0,7.745538922770488,8,4,90000.0,4,2,0,0,1,0,2,37,1,1,0
6466,0,35.20400829585823,0,3.7564084135882325,8,4,121500.0,4,1,1,0,1,0,2,48,0,0,0
6323,0,27.641909142555974,0,3.7618842276022093,12,0,157500.0,1,5,0,0,1,0,2,31,0,1,0
1700,0,54.566486649280954,0,9.051520565104006,10,4,225000.0,1,1,0,1,1,0,2,49,0,0,0
8872,1,24.832816553385765,0,1.0979007098023916,15,0,193500.0,2,1,0,1,3,0,1,17,0,0,0
9517,1,47.49721075723663,0,6.625734956912188,10,4,315000.0,4,1,1,1,1,0,2,39,0,0,0
6706,0,54.990862235364176,1,0.0,12,1,292500.0,4,1,0,1,1,0,2,45,0,1,0
845,0,62.947219997672775,1,0.0,12,1,135000.0,4,1,1,1,4,0,1,53,0,0,0
4394,0,51.12219963448941,0,7.0993928691212,11,2,171000.0,3,1,0,1,4,0,1,13,0,1,0
1430,1,44.67990444704545,0,2.973367009589519,10,4,405000.0,4,1,1,1,1,0,2,4,1,0,0
1627,0,39.42312299362752,0,3.466190270847451,15,0,270000.0,1,1,1,1,3,0,1,43,0,0,1
7246,0,57.945063895904774,0,1.678336995283955,12,0,121500.0,4,1,0,1,1,0,2,20,0,1,0
7456,0,34.01575665482522,0,4.698248423992279,2,4,112500.0,4,1,0,0,1,1,3,44,0,0,0
4177,0,61.55088742410864,1,0.0,12,1,157500.0,4,1,0,1,1,0,2,27,0,1,0
3632,0,44.077564905507984,0,0.49556116826491986,3,4,76500.0,4,1,1,0,1,0,2,15,1,0,0
9039,0,39.850236486717726,0,5.032273078844877,3,2,202500.0,4,1,1,0,1,4,6,29,1,0,0
7147,1,33.31211455402917,0,2.1930635125977944,10,0,351000.0,1,1,0,1,1,0,2,34,0,1,1
8432,0,56.79240504596261,1,0.0,12,1,121500.0,4,1,0,0,1,0,2,57,0,1,0
6128,0,28.205917985995605,0,2.0096237431295645,3,0,126000.0,4,1,1,1,1,0,2,44,0,0,0
564,0,27.62821960752103,0,4.175308185657474,12,0,135000.0,1,1,0,1,0,0,2,20,0,0,1
6014,1,24.331779571106868,0,0.4654441911880463,10,4,247500.0,4,1,0,1,0,0,2,2,1,1,0
7769,0,60.359897876068636,0,5.505930991053889,8,4,121500.0,4,1,0,1,1,0,2,3,0,0,0
3454,1,27.33526355777326,0,7.134985660212051,8,0,135000.0,4,1,1,1,1,0,2,45,0,0,0
4994,0,53.318001054094196,1,0.0,12,1,112500.0,4,1,0,1,1,0,2,7,0,1,0
184,1,36.06371109605262,0,3.2717988733512664,10,4,270000.0,4,1,1,1,3,0,1,14,0,0,1
9681,0,58.35027413293907,1,0.0,12,1,135000.0,4,1,0,1,1,0,2,27,0,0,0
6702,1,51.62049870976132,0,24.51248143356811,8,0,270000.0,4,1,0,1,1,0,2,3,0,0,0
3847,0,40.7866006831078,0,9.404710569005523,12,0,306000.0,1,1,0,1,1,0,2,45,1,1,1
7069,0,37.82144739453924,0,0.6543597746702533,2,4,112500.0,4,1,0,1,1,2,4,16,0,1,0
7726,0,30.500284057851974,0,10.423211975605248,8,4,157500.0,4,1,0,0,1,0,2,32,1,0,0
345,0,35.85289225651451,0,4.523022375545015,6,4,270000.0,4,1,1,1,1,0,2,31,0,0,0
2381,1,26.83696448250135,0,6.349206349206349,8,4,202500.0,4,5,1,0,3,0,1,29,1,0,0
7157,0,52.92921825910183,0,8.27395497511927,3,2,315000.0,4,1,0,1,1,0,2,21,0,0,0
8389,1,43.07822884795718,0,8.202769392937569,8,4,225000.0,1,1,0,0,2,0,1,14,1,1,0
3094,0,30.500284057851974,0,2.713265843925611,10,4,67500.0,1,1,0,1,1,1,3,10,0,0,0
5889,0,61.104608581969515,0,1.5469174589485069,1,4,202500.0,4,1,0,1,1,0,2,52,0,0,0
7060,1,29.02729008809216,0,1.3169332703614722,15,4,225000.0,1,4,1,1,1,0,2,25,0,0,0
8680,1,41.67642046037906,0,8.632620793034764,8,4,270000.0,1,1,0,1,3,0,1,16,0,1,0
3662,0,30.817881270662642,0,0.9911223365298397,15,4,67500.0,4,1,0,0,1,1,3,6,0,1,0
3951,1,43.83115327487902,0,12.709364326440653,15,4,450000.0,4,1,1,0,1,0,2,10,0,0,0
882,0,62.930792555630845,1,0.0,12,1,360000.0,1,1,0,1,1,0,2,38,0,1,0
4536,0,62.268219059939625,1,0.0,12,1,112500.0,4,1,0,1,4,0,1,30,0,0,0
6493,1,31.455813603290963,0,8.51215288472727,10,4,337500.0,1,1,1,1,1,1,3,34,0,0,0
5296,0,57.30713156327645,1,0.0,12,1,76500.0,4,1,0,1,1,0,2,12,0,1,0
9409,0,60.729515322012084,0,39.46145369172536,12,4,99000.0,4,1,0,1,1,0,2,59,1,0,0
1951,0,54.14484897020473,0,8.635358700041753,12,4,202500.0,4,1,0,1,1,0,2,6,0,0,0
1146,1,39.02886438462117,0,2.0862851393252426,4,0,270000.0,4,1,0,0,1,0,2,41,1,1,1
129,0,31.984229655639744,0,1.8563009507382082,15,4,90000.0,4,1,0,0,2,0,1,40,0,0,0
8793,0,33.04927548135827,0,2.546253516499312,8,0,157500.0,1,1,0,0,1,1,3,6,1,0,0
3980,0,51.36039754409742,1,0.0,12,1,112500.0,4,1,0,1,1,0,2,3,0,0,0
9245,1,29.87056544624462,0,3.931634462035497,17,4,135000.0,4,1,1,1,1,1,3,35,1,0,0
6312,0,40.4525760282552,0,11.846923619239272,11,0,216000.0,4,1,1,0,1,0,2,44,1,0,0
3697,0,35.23686317994209,0,1.4100221085990814,15,4,157500.0,1,1,0,0,3,0,1,7,0,0,1
2039,1,35.10270573659965,0,1.5523932729624839,8,4,117000.0,4,1,0,1,1,0,2,4,0,1,0
1539,0,54.930628281210424,0,5.221188662327084,8,2,202500.0,4,1,0,1,1,0,2,21,0,0,0
1743,1,41.45191208580601,0,0.6379323326283223,8,0,157500.0,4,1,0,0,2,0,1,58,1,1,0
287,1,27.97593379740857,0,0.8569648931874029,12,4,202500.0,4,1,1,1,1,1,3,43,1,0,0
3633,1,54.711595720651346,1,0.0,12,1,90000.0,4,1,1,0,1,0,2,1,0,0,0
8439,1,57.542591565877466,1,0.0,12,1,47250.0,1,1,0,0,1,0,2,29,0,0,0
1913,0,66.25187375510791,1,0.0,12,1,90000.0,3,1,1,0,3,0,1,4,0,0,0
2062,0,54.90051130413355,0,2.6831488668487373,10,2,405000.0,1,1,1,0,3,0,1,11,0,1,0
6033,0,52.710185698542745,0,5.63187471337536,15,4,225000.0,4,1,0,1,4,0,1,26,0,0,0
2205,0,59.87802624283866,1,0.0,12,1,135000.0,4,1,0,0,3,0,1,18,0,0,0
519,0,24.621997713847648,0,0.41616186506225317,11,4,90000.0,4,1,0,1,0,1,3,22,1,0,0
8800,0,42.43482070131488,0,2.379241189073013,13,4,135000.0,4,1,0,0,1,0,2,31,0,0,0
3974,0,58.76643599800133,1,0.0,12,1,202500.0,4,1,0,1,1,0,2,13,0,0,0
9095,0,27.16825123034696,0,5.202023313278165,3,0,157500.0,4,1,0,1,1,1,3,4,0,0,0
9443,0,49.93942380747038,0,4.794075169236876,8,0,103500.0,4,1,0,1,1,0,2,26,0,0,0
7666,1,55.308459448174844,0,1.6317925761651506,4,4,180000.0,4,1,1,1,1,0,2,31,1,1,0
2203,0,61.56183905213659,1,0.0,12,1,94500.0,4,1,0,0,1,0,2,40,0,0,0
2879,1,49.15090658945769,0,11.187088030555042,12,4,99000.0,4,1,0,1,2,0,1,30,0,0,0
6052,1,42.421131166279935,0,5.212974941306118,12,4,180000.0,4,1,1,1,1,0,2,26,1,1,0
5073,0,54.547321300232035,0,5.689370760522118,1,4,72000.0,4,1,0,1,4,0,1,13,1,1,0
5206,0,48.9099707728427,0,1.9302244399268977,6,0,189000.0,4,1,1,0,1,0,2,49,1,0,0
6439,0,47.92432425032683,0,4.758482378146026,8,0,153000.0,4,1,0,0,3,1,2,7,0,1,0
3490,0,45.75590190079194,0,6.551811467723499,3,4,157500.0,4,1,1,1,1,0,2,42,0,0,0
5767,0,61.288048351437745,1,0.0,12,1,180000.0,4,1,0,0,3,0,1,3,0,1,0
6707,1,34.67833015051644,0,4.51207074751706,8,4,315000.0,4,1,1,1,3,0,1,24,0,1,0
5988,0,36.786518545897586,0,6.71334798113582,6,0,112500.0,4,1,0,0,3,1,2,25,0,0,0
9009,0,51.831317549299435,0,18.283742992669254,8,0,95850.0,4,1,1,0,1,0,2,29,1,0,0
